0,ffbeb,false,12/11/1000
1,cdiae,true,10/07/1000
1,cfhha,false,20/09/1000
2,hfeef,true,13/02/1000
4,hahih,true,04/04/1000
4,dibia,true,13/06/1000
6,idfhe,true,26/11/1000
6,eebca,false,29/01/1000
6,aeddc,false,13/04/1000
8,debcf,false,03/08/1000
8,caaba,false,04/08/1000
8,aiiaf,false,25/08/1000
10,hcddd,true,02/11/1000
10,ffedi,false,03/08/1000
12,bcihb,false,19/11/1000
13,hdecf,true,28/09/1000
13,cbbda,false,24/03/1000
16,cheae,false,26/11/1000
17,iicih,true,29/05/1000
17,dhchf,true,31/09/1000
19,dffdd,true,09/03/1000
21,hahif,false,29/06/1000
21,beidd,false,15/07/1000
22,diida,false,11/10/1000
22,bdbfc,false,07/06/1000
23,adeda,false,23/05/1000
24,dihcb,true,18/08/1000
24,bhfei,true,19/10/1000
24,iddcb,false,04/08/1000
24,cadfb,false,18/09/1000
27,acbbf,false,30/06/1000
28,fhfcd,true,22/04/1000
29,hdfde,true,04/05/1000
29,ibeei,false,09/05/1000
31,cecii,true,10/05/1000
31,cfidb,false,17/02/1000
33,eaiad,true,15/07/1000
34,ehfda,true,25/02/1000
34,ebdbb,false,21/10/1000
35,iaaec,true,30/05/1000
35,bchdc,false,08/10/1000
36,haeci,false,08/01/1000
36,ddfci,false,20/02/1000
37,iaihe,true,27/10/1000
39,fdbbf,true,16/02/1000
40,aiibe,true,10/11/1000
43,eebha,false,15/10/1000
48,abbic,true,30/08/1000
48,adhhh,false,29/12/1000
50,ideec,true,12/07/1000
50,bffee,true,10/10/1000
50,abddb,true,10/03/1000
53,eecea,true,15/07/1000
55,ecida,false,08/08/1000
57,cbecd,false,18/05/1000
60,hcbab,true,20/12/1000
60,ffhia,true,03/02/1000
60,ifeeh,false,20/07/1000
61,hiaae,false,02/01/1000
61,ccidf,false,20/12/1000
62,ifiih,true,04/09/1000
62,aihhe,true,04/02/1000
62,ebdcd,false,28/03/1000
63,ecibh,false,03/06/1000
68,iidhb,false,29/04/1000
69,fbeee,true,12/11/1000
71,iaedf,false,21/12/1000
72,ecdbh,true,13/06/1000
73,ficfh,true,12/10/1000
74,fedhd,false,03/07/1000
79,eeedf,false,03/02/1000
80,hdffe,true,17/10/1000
80,hhaid,false,28/10/1000
81,aceei,true,06/07/1000
82,ehhif,true,02/01/1000
83,hhbic,false,16/01/1000
84,ibicc,true,06/03/1000
84,icdec,true,27/02/1000
84,hcehi,true,17/01/1000
85,bccfe,false,28/04/1000
86,fidda,false,01/06/1000
88,fehdi,false,06/04/1000
89,bddaa,false,19/10/1000
89,abhba,false,01/01/1000
90,fieib,true,07/03/1000
92,cfbih,true,11/02/1000
92,fbffi,false,30/04/1000
93,ifcde,false,23/08/1000
94,ehacc,false,28/03/1000
95,aefci,true,03/05/1000
95,aaaai,true,08/02/1000
96,bheeb,true,09/04/1000
96,cidfd,false,13/03/1000
99,ccbeb,true,23/04/1000
100,idcca,true,14/04/1000
100,ffefa,false,06/02/1000
102,iefhc,true,27/10/1000
105,hdche,false,11/03/1000
105,bbhie,false,19/04/1000
106,hehhf,true,17/10/1000
107,ccffd,true,03/10/1000
108,haeih,false,03/02/1000
108,badec,false,21/04/1000
111,beccf,false,15/02/1000
111,bcceb,false,12/11/1000
111,bacch,false,16/10/1000
112,fbcbb,true,25/06/1000
112,bfibh,true,13/06/1000
112,baedf,false,28/12/1000
114,aaiha,false,22/04/1000
115,aaiab,true,17/07/1000
116,eafea,false,19/06/1000
119,hfafb,true,21/10/1000
121,dffae,true,09/05/1000
122,aaiba,false,06/10/1000
123,hieea,false,20/01/1000
123,fccfd,false,27/04/1000
124,chbid,true,25/07/1000
124,ieebh,false,13/05/1000
124,cidch,false,13/11/1000
126,ehech,true,03/01/1000
127,hiehh,true,07/08/1000
127,edcdh,false,25/12/1000
127,abahb,false,31/11/1000
128,hbaea,false,22/09/1000
129,cdahb,true,22/03/1000
129,feffb,false,09/04/1000
129,cdeef,false,02/09/1000
131,bcebf,false,12/09/1000
132,effad,false,11/06/1000
132,bbbib,false,05/11/1000
132,aaaab,false,08/04/1000
133,hahcd,true,25/04/1000
133,ebffe,true,31/03/1000
133,ceeci,true,28/06/1000
134,bfeba,true,17/07/1000
135,bbfcc,true,01/10/1000
135,cbife,false,10/12/1000
136,ffibb,true,08/06/1000
136,ccdfc,true,29/09/1000
137,idhab,false,24/04/1000
137,fdbdc,false,22/04/1000
138,ibfac,false,16/09/1000
138,biaaa,false,19/07/1000
139,ifdhd,false,02/09/1000
140,bbdhh,false,01/01/1000
140,aaabf,false,10/12/1000
141,abfhf,false,30/10/1000
142,ibied,false,30/07/1000
142,ecccc,false,20/10/1000
143,iadfa,true,31/05/1000
143,fdaci,false,08/08/1000
143,checi,false,09/05/1000
143,bhdeh,false,19/08/1000
146,ihehc,false,21/03/1000
146,bbbeb,false,27/11/1000
147,haeee,true,09/06/1000
147,aaacb,false,05/11/1000
148,eiahf,true,19/10/1000
149,efcif,false,29/05/1000
149,dbbaf,false,14/05/1000
150,hddhb,false,01/02/1000
